area_type,availability,location,size,society,total_sqft,bath,balcony,price,imagePath,email,address,contact_number
Super built-up  Area,Ready To Move,Whitefield,2 BHK,DSe 2ie,1100,2,2,65,/House_Pics/72.jpg,eyvsipjr@djnlm.com,89  Main Street  whitefield  Bangalore - 560066,8985558612
Super built-up  Area,18-May,Hennur Road,3 BHK,Puachal,1482,2,1,68.9,/House_Pics/73.jpg,qxdizfzu@iingm.com,85  Park Avenue  mekhricircle  Bangalore - 560006,9216127357
Built-up  Area,18-Mar,Devanahalli,3 Bedroom,No Society,2125,3,1,107,/House_Pics/74.jpg,wjwxstgk@zmtly.com,33  Main Street  hebbal  Bangalore - 560024,9012062442
Super built-up  Area,Ready To Move,Varthur,5 BHK,No Society,1000,4,0,65,/House_Pics/75.jpg,qxehupca@zdasw.com,12  Second Road  hebbal  Bangalore - 560024,9664600021
Super built-up  Area,Ready To Move,Parappana Agrahara,2 BHK,No Society,1194,2,2,45,/House_Pics/76.jpg,azsnvepj@zytbs.com,11  Second Road  btm  Bangalore - 560076,8327330422
Super built-up  Area,Ready To Move,Kengeri,2 BHK,Sravema,1200,2,3,42,/House_Pics/77.jpg,ocltxydl@barqa.com,53  Second Road  yelahanka  Bangalore - 560064,9001041970
Super built-up  Area,Ready To Move,Volagerekallahalli,2 BHK,PSterAs,1070,2,2,32.99,/House_Pics/78.jpg,kwvizxso@aabpf.com,2  Elm Street  yelahanka  Bangalore - 560064,8951657328
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Bhentne,1100,2,1,46.5,/House_Pics/79.jpg,cunmyodv@xvixq.com,43  First Avenue  whitefield  Bangalore - 560066,8600806789
Built-up  Area,Ready To Move,Whitefield,3 BHK,Hoensti,1270,2,2,65,/House_Pics/80.jpg,nivoijgl@aplqa.com,68  Elm Street  whitefield  Bangalore - 560066,9767166885
Super built-up  Area,Ready To Move,Marasandra,2 BHK,No Society,1000,2,1,31,/House_Pics/81.jpg,bicfrqnl@qwftl.com,25  Park Avenue  yelahanka  Bangalore - 560064,9724835907
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,Prlla C,1246,2,1,69,/House_Pics/0.jpg,dzwuadww@uopak.com,56  Elm Street  btm  Bangalore - 560076,9096994491
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,GrrvaGr,1529,3,3,51.77,/House_Pics/1.jpg,mxgmtiqy@ybgpo.com,18  Park Avenue  yelahanka  Bangalore - 560064,8605832509
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,MenueNo,1185,2,2,42,/House_Pics/2.jpg,cmqvhrtn@cgwfk.com,12  Second Road  mekhricircle  Bangalore - 560006,8415788965
Super built-up  Area,Ready To Move,Gubbalala,2 BHK,No Society,1060,2,1,46,/House_Pics/3.jpg,glltfoas@ouluo.com,5  Main Street  btm  Bangalore - 560076,9179734043
Super built-up  Area,Ready To Move,Ananth Nagar,3 BHK,Patri M,1319,3,1,37.75,/House_Pics/4.jpg,siccewmr@ukuiw.com,87  Second Road  electroniccity  Bangalore - 560100,9488397221
Super built-up  Area,Ready To Move,Kaikondrahalli,2 BHK,Srsica ,991,2,0,64,/House_Pics/5.jpg,nwzeqcde@mrmyv.com,81  First Avenue  electroniccity  Bangalore - 560100,8546307425
Super built-up  Area,Ready To Move,Thanisandra,1 BHK,Pronyt ,662,1,0,38,/House_Pics/6.jpg,xwojqjlp@pnrro.com,9  Park Avenue  hebbal  Bangalore - 560024,8601752864
Built-up  Area,Ready To Move,Nandini Layout,2 Bedroom,No Society,1200,2,1,110,/House_Pics/7.jpg,srzwbssq@cbrst.com,82  Main Street  yelahanka  Bangalore - 560064,8720288653
Plot  Area,18-Apr,tc.palya,3 Bedroom,No Society,1400,2,1,78,/House_Pics/8.jpg,wwvbfdjm@vnjkl.com,40  Park Avenue  btm  Bangalore - 560076,8880733076
Super built-up  Area,Ready To Move,Talaghattapura,3 BHK,No Society,1575,3,2,80,/House_Pics/9.jpg,mmodnghp@iobup.com,4  Main Street  electroniccity  Bangalore - 560100,8493057512
Plot  Area,Ready To Move,Hosakerehalli,2 Bedroom,No Society,600,2,0,65,/House_Pics/10.jpg,drsjgqjw@hlarf.com,25  Second Road  whitefield  Bangalore - 560066,8941570841
Plot  Area,Ready To Move,Electronic City,5 Bedroom,No Society,717,5,1,78,/House_Pics/11.jpg,flswwtzw@pcbdy.com,66  Elm Street  electroniccity  Bangalore - 560100,9883249064
Super built-up  Area,Ready To Move,Ananth Nagar,3 BHK,Patri M,1319,3,1,42,/House_Pics/12.jpg,hbkwywdf@cytec.com,70  Elm Street  btm  Bangalore - 560076,8272606345
Plot  Area,Ready To Move,Brookefield,3 Bedroom,Sotus L,2000,3,2,300,/House_Pics/13.jpg,ssfmwdxa@pfxed.com,57  First Avenue  mekhricircle  Bangalore - 560006,9363804238
Plot  Area,Ready To Move,9th Phase JP Nagar,3 Bedroom,No Society,600,3,2,85,/House_Pics/14.jpg,hsbyebgk@zkcvn.com,59  First Avenue  hebbal  Bangalore - 560024,9973961973
Super built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,No Society,940,2,1,48,/House_Pics/15.jpg,cpcgsgve@nylnc.com,69  Second Road  electroniccity  Bangalore - 560100,9160299386
Built-up  Area,Ready To Move,Singasandra,1 Bedroom,No Society,600,1,0,45,/House_Pics/16.jpg,atxzwjxf@qkvjg.com,7  First Avenue  mekhricircle  Bangalore - 560006,9665897300
Super built-up  Area,18-Sep,Chandapura,2 BHK,SunceEs,985,2,1,25.12,/House_Pics/17.jpg,ujqynymb@tmdnb.com,40  Elm Street  yelahanka  Bangalore - 560064,9192639792
Plot  Area,Ready To Move,Kodigehalli,2 Bedroom,No Society,500,1,0,55,/House_Pics/18.jpg,uaauhcrd@ktdum.com,54  Elm Street  btm  Bangalore - 560076,9611945222
Super built-up  Area,Ready To Move,Bharathi Nagar,2 BHK,ReudePr,1349,2,2,56.7,/House_Pics/19.jpg,fpzeulpw@jgtfy.com,30  Second Road  electroniccity  Bangalore - 560100,8959014670
Built-up  Area,18-Jun,Whitefield,3 Bedroom,No Society,3117,3,2,261,/House_Pics/20.jpg,krnqhfkv@iqhsy.com,66  Main Street  whitefield  Bangalore - 560066,9882843584
Super built-up  Area,Ready To Move,HSR Layout,3 BHK,SrisePo,1844,3,3,95,/House_Pics/21.jpg,rdpaujlu@rkdow.com,77  Elm Street  whitefield  Bangalore - 560066,8531674368
Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,Prtanha,1830,4,2,150,/House_Pics/22.jpg,zgezxvdq@cxcxq.com,84  Park Avenue  btm  Bangalore - 560076,8233147570
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Adeatlm,2275,4,2,185,/House_Pics/23.jpg,caypetac@pgzux.com,16  First Avenue  mekhricircle  Bangalore - 560006,9381280486
Super built-up  Area,18-Jul,Bannerghatta,4 BHK,Mamespa,1791,0,0,246,/House_Pics/24.jpg,byszoikg@dahvr.com,98  Main Street  btm  Bangalore - 560076,9197683272
Super built-up  Area,18-Aug,Varthur Road,2 BHK,No Society,1140,2,2,49.11,/House_Pics/25.jpg,etkothxb@wrqgb.com,56  Second Road  btm  Bangalore - 560076,9328284373
Plot  Area,Ready To Move,Banjara Layout,3 Bedroom,No Society,900,3,1,79,/House_Pics/26.jpg,krrvjmuj@oklgt.com,34  Second Road  yelahanka  Bangalore - 560064,8790043963
Super built-up  Area,Ready To Move,Jaya Mahal layout,3 BHK,Nehalri,2648,3,3,238,/House_Pics/27.jpg,bonozmha@yuspr.com,38  Elm Street  yelahanka  Bangalore - 560064,8177534064
Plot  Area,Ready To Move,Judicial Layout,5 Bedroom,No Society,5400,4,0,700,/House_Pics/28.jpg,xwofmifi@pvalq.com,70  Main Street  yelahanka  Bangalore - 560064,9584152049
Super built-up  Area,Ready To Move,Banashankari,3 BHK,No Society,1372,2,2,48.02,/House_Pics/29.jpg,zuyfjocw@xnkjt.com,49  Park Avenue  electroniccity  Bangalore - 560100,8441299821
Built-up  Area,Ready To Move,Sanne Amanikere,3 BHK,Hoxiaa ,1455,2,1,45,/House_Pics/30.jpg,afpptldq@txcqj.com,23  First Avenue  yelahanka  Bangalore - 560064,8437645653
Super built-up  Area,Ready To Move,Hebbal,2 BHK,No Society,1100,2,2,38,/House_Pics/31.jpg,hvnlzdtw@qgqxa.com,68  First Avenue  hebbal  Bangalore - 560024,8644419099
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1295,2,1,55.47,/House_Pics/32.jpg,hjknbcph@caasv.com,44  Second Road  whitefield  Bangalore - 560066,8324880717
Super built-up  Area,22-Jan,Vajarahalli,3 BHK,No Society,1475,3,1,80,/House_Pics/33.jpg,vyinisjy@qhggw.com,59  Elm Street  btm  Bangalore - 560076,8692105218
Super built-up  Area,18-Apr,Nagavarapalya,3 BHK,PuonsSe,1788,3,1,164,/House_Pics/34.jpg,shuzqyks@rwdbj.com,87  Second Road  btm  Bangalore - 560076,8977149115
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,RInceeg,1243,2,1,46,/House_Pics/35.jpg,xvivzwvf@fhyra.com,87  Park Avenue  hebbal  Bangalore - 560024,9641918862
Super built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,Goandn ,1855,3,3,140,/House_Pics/36.jpg,xzsqncqp@rlqwn.com,95  First Avenue  yelahanka  Bangalore - 560064,8884366258
Super built-up  Area,18-Aug,Kudlu Gate,3 BHK,Sanzaat,1850,3,2,120,/House_Pics/37.jpg,sjqgosyt@bihrs.com,1  Park Avenue  hebbal  Bangalore - 560024,8668249983
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,Cilip J,1315,2,2,60,/House_Pics/38.jpg,pgfrfhsr@onivx.com,8  Elm Street  whitefield  Bangalore - 560066,8779358352
Super built-up  Area,18-May,Whitefield,2 BHK,Prtates,1216,2,1,73,/House_Pics/39.jpg,mxvbnvfs@efwnq.com,25  Main Street  whitefield  Bangalore - 560066,8308262473
Super built-up  Area,Ready To Move,Brooke Bond First Cross,3 BHK,Soosea ,1721,3,2,93,/House_Pics/40.jpg,kcwfnerr@bbwcq.com,1  Elm Street  yelahanka  Bangalore - 560064,8139536294
Super built-up  Area,17-Nov,Sonnenahalli,2 BHK,Skacak ,1059,2,1,62,/House_Pics/41.jpg,tgxijijd@erjwt.com,44  Main Street  yelahanka  Bangalore - 560064,8389929545
Built-up  Area,Ready To Move,Kadubeesanahalli,2 BHK,Skesta ,1184,2,1,55,/House_Pics/42.jpg,sgxvrwsp@wdjfx.com,18  Main Street  hebbal  Bangalore - 560024,8593645401
Plot  Area,Ready To Move,Yelahanka,7 Bedroom,No Society,1400,5,2,175,/House_Pics/43.jpg,wtzsvlrc@kpirj.com,64  Main Street  yelahanka  Bangalore - 560064,9189894370
Super built-up  Area,Ready To Move,Koramangala,3 BHK,Proodt ,2223,3,2,300,/House_Pics/44.jpg,enqyprlo@foecg.com,77  Main Street  whitefield  Bangalore - 560066,9093885211
Built-up  Area,Ready To Move,Kodbisanhalli,3 BHK,KSideas,1480,3,2,75,/House_Pics/45.jpg,zfehoqig@jnfay.com,25  Main Street  mekhricircle  Bangalore - 560006,8677036654
Super built-up  Area,Ready To Move,Kodigehalli,2 BHK,Raellil,635,1,1,28,/House_Pics/46.jpg,lmlbaghj@eozam.com,74  Second Road  mekhricircle  Bangalore - 560006,8013724646
Plot  Area,Ready To Move,BEML Layout,2 Bedroom,No Society,2400,2,1,228,/House_Pics/47.jpg,lwuzasmy@afojq.com,66  Second Road  electroniccity  Bangalore - 560100,9975433001
Built-up  Area,Ready To Move,JP Nagar,4 Bedroom,No Society,1500,2,0,87,/House_Pics/48.jpg,myimmnjh@nwjrv.com,30  Elm Street  whitefield  Bangalore - 560066,8225592827
Super built-up  Area,18-May,Hosa Road,2 BHK,SStusan,1143,2,1,34.2,/House_Pics/49.jpg,kdsvngku@dpilf.com,32  Main Street  whitefield  Bangalore - 560066,8548385459
Plot  Area,Ready To Move,Sarjapur  Road,4 Bedroom,No Society,3200,4,1,350,/House_Pics/50.jpg,dizriqzs@awmkc.com,22  Second Road  yelahanka  Bangalore - 560064,9512323961
Plot  Area,20-Jul,Kanakpura Road,4 Bedroom,No Society,3170,4,3,250,/House_Pics/51.jpg,moeaonxa@rqbiu.com,15  Second Road  whitefield  Bangalore - 560066,8314546897
Built-up  Area,Ready To Move,Vaishnavi Layout,4 Bedroom,Prsisge,4800,4,3,420,/House_Pics/52.jpg,vvwctmua@optoz.com,82  Main Street  btm  Bangalore - 560076,8670001611
Super built-up  Area,Ready To Move,Kothannur,3 BHK,No Society,1485,2,2,59.4,/House_Pics/53.jpg,mtentvrn@vkyfa.com,1  Elm Street  electroniccity  Bangalore - 560100,8791490013
Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,Brway G,1640,3,2,251,/House_Pics/54.jpg,zchhwtav@djobs.com,93  Park Avenue  electroniccity  Bangalore - 560100,8463835220
Super built-up  Area,Ready To Move,Hennur,3 BHK,No Society,1655,2,1,70.5,/House_Pics/55.jpg,yhyknpkj@oibbk.com,80  Park Avenue  whitefield  Bangalore - 560066,9600120736
Super built-up  Area,22-Jun,2nd Phase Judicial Layout,2 BHK,No Society,900,2,2,41,/House_Pics/56.jpg,uazecpzx@efbct.com,77  First Avenue  hebbal  Bangalore - 560024,9774046273
Super built-up  Area,Ready To Move,Somasundara Palya,3 BHK,No Society,1600,3,3,69,/House_Pics/57.jpg,bphdebkm@kkbsp.com,23  Main Street  mekhricircle  Bangalore - 560006,9730094391
Built-up  Area,Ready To Move,Neelamangala,2 BHK,No Society,1163,2,2,68,/House_Pics/58.jpg,hfewlcuw@xvhon.com,16  Second Road  yelahanka  Bangalore - 560064,9623416907
Carpet  Area,Ready To Move,Yelahanka New Town,1 BHK,KHatsFl,45,2,1,18,/House_Pics/59.jpg,apblsliw@yhtfa.com,75  Main Street  yelahanka  Bangalore - 560064,8509752114
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,ChionCo,1654,3,0,97.8,/House_Pics/60.jpg,nxjtaabx@glmmi.com,93  Park Avenue  yelahanka  Bangalore - 560064,9184758339
Super built-up  Area,18-Apr,Pragathi Nagar,1 BHK,Asarkia,799,1,0,33.645,/House_Pics/61.jpg,psylsyma@gtyrn.com,34  First Avenue  mekhricircle  Bangalore - 560006,8524420237
Built-up  Area,Ready To Move,Ngef Layout,4 Bedroom,No Society,2100,3,1,1000,/House_Pics/62.jpg,zcqukhme@vpvda.com,91  Second Road  btm  Bangalore - 560076,9282343816
Super built-up  Area,18-Jan,Bellandur,3 BHK,NiCodCa,1685,3,3,101,/House_Pics/63.jpg,etcherur@gzted.com,31  Main Street  hebbal  Bangalore - 560024,8449292883
Built-up  Area,Ready To Move,Banashankari,3 BHK,Sksia A,1540,3,3,80,/House_Pics/64.jpg,wfjazwds@wyhcx.com,95  Elm Street  mekhricircle  Bangalore - 560006,8000436473
Super built-up  Area,18-Jan,Thanisandra,2 BHK,Bhmesy ,1265,2,1,72,/House_Pics/65.jpg,jyjnfgpx@vbkhr.com,42  Main Street  mekhricircle  Bangalore - 560006,9591046339
Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,No Society,1200,2,3,38.4,/House_Pics/66.jpg,vscexhtf@whvzo.com,84  First Avenue  hebbal  Bangalore - 560024,8207188707
Built-up  Area,Ready To Move,Amblipura,3 BHK,SuodsAc,1300,2,1,80,/House_Pics/67.jpg,nnauqxug@mjogv.com,88  Elm Street  electroniccity  Bangalore - 560100,8898612772
Super built-up  Area,Ready To Move,Sultan Palaya,2 BHK,Vaaldak,1009,2,1,65,/House_Pics/68.jpg,jriaiuvi@yaiil.com,46  Elm Street  mekhricircle  Bangalore - 560006,8375838901
Super built-up  Area,Ready To Move,Ramamurthy Nagar Extension,3 BHK,No Society,1540,3,2,65,/House_Pics/69.jpg,zbnzcsbg@lfcyp.com,66  Elm Street  mekhricircle  Bangalore - 560006,8277111039
Built-up  Area,Ready To Move,Bellandur,3 BHK,No Society,1735,3,3,105,/House_Pics/70.jpg,gjlkxwxf@qafcu.com,38  Second Road  btm  Bangalore - 560076,8497193111
Plot  Area,Ready To Move,HSR Layout,4 Bedroom,No Society,2500,4,3,300,/House_Pics/71.jpg,jwnynyhh@ifvol.com,18  Second Road  electroniccity  Bangalore - 560100,9728456002
Super built-up  Area,Ready To Move,Marsur,2 BHK,Asara S,497,1,1,20,/House_Pics/72.jpg,mhnnnvor@wckwv.com,36  Elm Street  whitefield  Bangalore - 560066,8101622964
Super built-up  Area,Ready To Move,Hosakerehalli,3 BHK,Taonte ,2480,4,1,265,/House_Pics/73.jpg,dffyjlwj@kstsz.com,36  Main Street  electroniccity  Bangalore - 560100,9108431956
Built-up  Area,Ready To Move,Electronic City,2 BHK,VHistal,1142,2,0,35,/House_Pics/74.jpg,kcmohoai@pqstl.com,34  First Avenue  electroniccity  Bangalore - 560100,9763361493
Super built-up  Area,18-May,Doctors Layout,3 BHK,No Society,1215,2,2,46.8,/House_Pics/75.jpg,rgxgrcqb@lgvdb.com,27  Second Road  electroniccity  Bangalore - 560100,9921261444
Super built-up  Area,Ready To Move,Electronic City,2 BHK,GMown E,1070,2,1,48,/House_Pics/76.jpg,qfivsngm@hwdjv.com,31  Second Road  electroniccity  Bangalore - 560100,8109739643
Super built-up  Area,18-May,Electronic City Phase II,2 BHK,Sryalan,1125,2,1,32.49,/House_Pics/77.jpg,hhfohqmq@gurck.com,16  Main Street  electroniccity  Bangalore - 560100,8040510710
Built-up  Area,18-Jul,Bommasandra Industrial Area,2 BHK,No Society,1125,2,1,32.49,/House_Pics/78.jpg,obrpstcc@qsxai.com,12  Park Avenue  yelahanka  Bangalore - 560064,9676097587
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,Doissa ,1575,2,3,85,/House_Pics/79.jpg,kvklkxhy@idqvr.com,28  First Avenue  hebbal  Bangalore - 560024,9211627692
Super built-up  Area,18-Dec,Hosa Road,2 BHK,SJerse ,1360,2,1,77.61,/House_Pics/80.jpg,dklveljc@wwyvk.com,89  Second Road  hebbal  Bangalore - 560024,8824861083
Super built-up  Area,Ready To Move,Haralur Road,3 BHK,No Society,1710,3,2,85,/House_Pics/81.jpg,diuisfsz@flogg.com,23  Park Avenue  hebbal  Bangalore - 560024,9807949199
Super built-up  Area,18-May,Electronic City Phase II,2 BHK,Sryalan,1200,2,1,34.65,/House_Pics/0.jpg,cspglrjq@hzhak.com,69  Elm Street  electroniccity  Bangalore - 560100,9967363856
Super built-up  Area,Ready To Move,Bannerghatta Road,4 BHK,SNity S,2185,3,3,120,/House_Pics/1.jpg,rmpoupdt@zfmog.com,54  Second Road  mekhricircle  Bangalore - 560006,8421137076
Built-up  Area,Ready To Move,Bagalur,4 BHK,Krton S,2400,4,3,135,/House_Pics/2.jpg,doecxsri@pwbse.com,42  Elm Street  electroniccity  Bangalore - 560100,8713686699
Super built-up  Area,Ready To Move,Banashankari,2 BHK,No Society,1195,2,1,35.84,/House_Pics/3.jpg,ccwsimqh@ojdsv.com,49  Main Street  mekhricircle  Bangalore - 560006,8800626588
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,Prlla C,1246,2,1,67,/House_Pics/4.jpg,wimgolry@dnaql.com,91  Elm Street  mekhricircle  Bangalore - 560006,9317886064
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,Gundaa ,1012,2,1,45,/House_Pics/5.jpg,oolvwlyy@jdoaa.com,36  Park Avenue  whitefield  Bangalore - 560066,9805880424
Super built-up  Area,Ready To Move,Ganga Nagar,2 BHK,No Society,998,2,2,65,/House_Pics/6.jpg,nbddlsoz@owrja.com,60  First Avenue  mekhricircle  Bangalore - 560006,9449317303
Plot  Area,Ready To Move,Doddaballapur,3 Bedroom,No Society,2400,3,1,250,/House_Pics/7.jpg,myhpejiy@iwxfl.com,58  Park Avenue  mekhricircle  Bangalore - 560006,9121731249
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,Brnia G,1130,2,2,85,/House_Pics/8.jpg,plhynqwn@gkfbc.com,58  Park Avenue  hebbal  Bangalore - 560024,9805440884
Super built-up  Area,Ready To Move,Koramangala,3 BHK,Proodt ,1744,4,1,210,/House_Pics/9.jpg,dovxvvdt@yqqdf.com,89  Park Avenue  mekhricircle  Bangalore - 560006,8548580367
Super built-up  Area,18-Jul,Rajaji Nagar,4 BHK,ProdsWe,2733,5,2,259,/House_Pics/10.jpg,tfjgcrfb@rkdur.com,62  Park Avenue  yelahanka  Bangalore - 560064,9450029061
Super built-up  Area,Ready To Move,Karuna Nagar,3 BHK,Ajnue A,1354,2,1,98,/House_Pics/11.jpg,yofveoju@hqfcz.com,9  Elm Street  whitefield  Bangalore - 560066,9782275351
Plot  Area,Ready To Move,Maruthi Nagar,10 Bedroom,No Society,3300,9,0,450,/House_Pics/12.jpg,bllxphhr@xnpue.com,31  Park Avenue  yelahanka  Bangalore - 560064,9678785109
Super built-up  Area,Ready To Move,Brookefield,2 BHK,Stlomg ,1389,2,2,94,/House_Pics/13.jpg,wwnjeznf@tjnlu.com,77  Second Road  yelahanka  Bangalore - 560064,9558312448
Plot  Area,Ready To Move,Sarjapur,4 Bedroom,Puodsm ,2970,3,3,130,/House_Pics/14.jpg,zlcxaubk@dezae.com,63  Second Road  yelahanka  Bangalore - 560064,9148105255
Super built-up  Area,Ready To Move,Cooke Town,3 BHK,Sagalhi,2560,4,0,310,/House_Pics/15.jpg,emogmfle@xqvdx.com,7  Second Road  yelahanka  Bangalore - 560064,8980098095
Super built-up  Area,Ready To Move,Lakshminarayana Pura,2 BHK,No Society,1172,2,2,75,/House_Pics/16.jpg,vkytriel@nusdz.com,27  Main Street  yelahanka  Bangalore - 560064,8385580213
Plot  Area,Ready To Move,5th Block Jayanagar,3 Bedroom,No Society,500,2,1,75,/House_Pics/17.jpg,koztiwhq@ehqat.com,57  Second Road  hebbal  Bangalore - 560024,8311288113
Super built-up  Area,Ready To Move,Kaggadasapura,3 BHK,No Society,1495,3,2,60,/House_Pics/18.jpg,xnedriem@ghzmy.com,99  Elm Street  yelahanka  Bangalore - 560064,9784449698
Super built-up  Area,Ready To Move,Varthur,2 BHK,DSingSt,1738,2,1,57.35,/House_Pics/19.jpg,fejxyhvl@klzoo.com,50  Park Avenue  electroniccity  Bangalore - 560100,9517804838
Super built-up  Area,Ready To Move,Dodda Nekkundi,2 BHK,No Society,1315,2,2,50,/House_Pics/20.jpg,iwatcibv@nbhqq.com,42  Elm Street  btm  Bangalore - 560076,9417255491
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,Xeitaa ,1270,2,3,73,/House_Pics/21.jpg,prmwpler@zgchd.com,39  Elm Street  yelahanka  Bangalore - 560064,9861945689
Super built-up  Area,18-May,Electronic City Phase II,2 BHK,SNbay G,1160,2,1,52.2,/House_Pics/22.jpg,jyudvadt@lkgph.com,78  Second Road  electroniccity  Bangalore - 560100,9207015892
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,No Society,1450,2,1,67,/House_Pics/23.jpg,otygqlmj@bqexu.com,56  First Avenue  whitefield  Bangalore - 560066,9882811622
Built-up  Area,Ready To Move,Rayasandra,1 BHK,No Society,470,1,1,21,/House_Pics/24.jpg,efayevln@ktuun.com,62  Main Street  electroniccity  Bangalore - 560100,8379791349
Built-up  Area,Ready To Move,2nd Phase JP Nagar,2 BHK,No Society,1040,2,2,78,/House_Pics/25.jpg,zyzcfbns@uxdgv.com,56  Park Avenue  electroniccity  Bangalore - 560100,8305503396
Super built-up  Area,Ready To Move,Sarjapur,2 BHK,No Society,1205,2,2,29,/House_Pics/26.jpg,gkleftbf@hsfrb.com,41  First Avenue  yelahanka  Bangalore - 560064,8002062130
Super built-up  Area,Ready To Move,KSRTC Layout,3 BHK,No Society,1215,2,3,50,/House_Pics/27.jpg,ojxzuuwc@cngvu.com,59  Elm Street  electroniccity  Bangalore - 560100,9929438792
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Maoma P,1135,2,2,58,/House_Pics/28.jpg,psbnjcvs@mrbzp.com,91  Park Avenue  whitefield  Bangalore - 560066,9649488430
Super built-up  Area,Ready To Move,8th Phase JP Nagar,3 BHK,MBodsen,1224,2,2,48.95,/House_Pics/29.jpg,fefcnybs@eksdo.com,30  Park Avenue  yelahanka  Bangalore - 560064,8161197536
Built-up  Area,Ready To Move,Budigere,1 BHK,PrityTr,664,1,1,34,/House_Pics/30.jpg,hfbczqkp@qwqty.com,19  Elm Street  whitefield  Bangalore - 560066,9679236468
Super built-up  Area,Ready To Move,Electronic City,3 BHK,Itvir M,1160,2,2,42,/House_Pics/31.jpg,zojtbysq@qogjr.com,56  Park Avenue  electroniccity  Bangalore - 560100,9961215507
Plot  Area,Ready To Move,Babusapalaya,2 Bedroom,No Society,1200,2,0,105,/House_Pics/32.jpg,kocbuzce@akfcl.com,29  First Avenue  yelahanka  Bangalore - 560064,8064450718
Built-up  Area,18-Aug,Bommasandra Industrial Area,3 BHK,No Society,1220,2,1,35.2,/House_Pics/33.jpg,ylmncvbx@cuxxs.com,50  Elm Street  btm  Bangalore - 560076,9133476045
Super built-up  Area,Ready To Move,Bharathi Nagar,2 BHK,FoapeWa,1328,2,2,69,/House_Pics/34.jpg,akuxzvss@oplsm.com,22  Second Road  whitefield  Bangalore - 560066,8917474413
Super built-up  Area,Ready To Move,BSM Extension,2 BHK,Raave E,975,2,2,45,/House_Pics/35.jpg,vmbjlslf@gxcsh.com,77  Park Avenue  whitefield  Bangalore - 560066,9711738967
Built-up  Area,Ready To Move,Ambedkar Colony,3 BHK,RMcesa ,1907,2,1,200,/House_Pics/36.jpg,hyrglzde@twpyl.com,57  Second Road  yelahanka  Bangalore - 560064,8983967337
Built-up  Area,Ready To Move,Malleshwaram,2 BHK,Beesta ,900,2,1,72,/House_Pics/37.jpg,vuxkbdpq@ouzei.com,88  Second Road  whitefield  Bangalore - 560066,9974559386
Super built-up  Area,Ready To Move,Banashankari 6th Stage,2 BHK,No Society,1330,2,2,80,/House_Pics/38.jpg,ukngzcvj@gnnhb.com,56  Main Street  mekhricircle  Bangalore - 560006,9683261271
Super built-up  Area,Ready To Move,Rajiv Nagar,4 BHK,PuoodSk,2330,5,1,175,/House_Pics/39.jpg,cqoungxt@ujcqi.com,24  First Avenue  mekhricircle  Bangalore - 560006,9312542082
Built-up  Area,Ready To Move,Munnekollal,3 BHK,JRarlPe,1222,3,2,95,/House_Pics/40.jpg,fjiayufj@vuuso.com,28  Second Road  whitefield  Bangalore - 560066,8672976635
Plot  Area,Ready To Move,Dodsworth Layout,3 Bedroom,Prleaou,4446,3,2,410,/House_Pics/41.jpg,tbcjfneq@npdem.com,98  Main Street  electroniccity  Bangalore - 560100,8069249872
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Ahriaup,2100,3,1,135,/House_Pics/42.jpg,yotrdrrp@bbtzi.com,41  Main Street  hebbal  Bangalore - 560024,9161049642
Super built-up  Area,Ready To Move,Sarjapur  Road,4 BHK,Adeatlm,3335,4,3,290,/House_Pics/43.jpg,kbyxpgoz@qmisx.com,58  Elm Street  btm  Bangalore - 560076,8076017660
Built-up  Area,18-Apr,Whitefield,3 Bedroom,Prtates,3150,3,1,290,/House_Pics/44.jpg,awntyfva@mhmwu.com,54  Main Street  whitefield  Bangalore - 560066,8352750930
Plot  Area,Ready To Move,Jnana Ganga Nagar,3 Bedroom,No Society,1320,2,1,95,/House_Pics/45.jpg,eftoopem@romhh.com,89  Second Road  yelahanka  Bangalore - 560064,8894153939
